,genres,title,genres_encoded
2220,"['adventure', 'indie']",Reversion - the escape (1st chapter),504
2221,['action'],Enemy front,393
2222,"['casual', 'indie', 'simulation', 'strategy']",Smooth operators,625
2223,"['casual', 'indie', 'simulation']",Infinite game works episode 0,626
2224,['indie'],Spy chameleon - rgb agent,777
2225,['rpg'],Faery - legends of avalon,813
2226,"['action', 'indie', 'rpg']",A wizard's lizard,332
2227,"['action', 'casual', 'indie']",Dubwars demo,232
2228,"['adventure', 'casual', 'indie', 'rpg', 'simulation', 'strategy', 'early access']",Bot colony,424
2229,"['indie', 'simulation', 'strategy']",Xenonauts,770
2230,['rpg'],Stick rpg 2: director's cut,813
2231,"['action', 'indie', 'early access']",Fancy skulls,304
2232,"['action', 'casual', 'indie', 'sports']",Canyon capers - rio fever,229
2233,"['action', 'indie', 'early access']",Xenoraptor,304
2234,['adventure'],Black mirror i,524
2235,"['action', 'strategy']",Rush for glory,392
2236,"['action', 'rpg']",Payday 2: the big bank heist,376
2237,"['simulation', 'strategy']",Cities in motion 2: players choice vehicle pack,819
2238,"['casual', 'simulation']",Rocksmith® 2014 – godsmack - “awake”,647
2239,"['casual', 'simulation']",Rocksmith® 2014 – godsmack - “i stand alone”,647
2240,"['casual', 'simulation']",Rocksmith® 2014 – godsmack - “cryin’ like a bitch”,647
2241,"['casual', 'simulation']",Rocksmith® 2014 – godsmack - “love-hate-sex-pain”,647
2242,"['indie', 'rpg']",Heroes rise: the prodigy demo,762
2243,"['indie', 'rpg']",Heroes rise: the hero project,762
2244,"['indie', 'rpg']",Fantasy grounds - 3.5e/pfrpg 1 on 1 adventure #3 the forbidden hills,762
2245,"['action', 'adventure', 'simulation']",Beyond space remastered edition,159
2246,['strategy'],The few,838
2247,"['indie', 'rpg']",Heroes rise: the hero project demo,762
2248,['simulation'],Gp20 burlington northern add-on livery,820
2249,['simulation'],Pro cycling manager 2014,820
2250,['action'],Call of duty®: ghosts - bling pack,393
2251,['action'],Call of duty®: ghosts - astronaut special character,393
2252,['action'],Call of duty®: ghosts - spectrum pack,393
2253,['action'],Call of duty®: ghosts - heavy metal pack,393
2254,['action'],Call of duty®: ghosts - koi pack,393
2255,['action'],Call of duty®: ghosts - fitness pack,393
2256,['action'],Call of duty®: ghosts - extinction pack,393
2257,"['action', 'free to play', 'indie', 'massively multiplayer', 'rpg']","""precisely calibrated stringstick"" bow",260
2258,['action'],Call of duty®: ghosts - unicorn pack,393
2259,"['action', 'free to play', 'indie', 'massively multiplayer', 'rpg']","""unstable anomaly"" sword",260
2260,"['action', 'free to play', 'indie', 'massively multiplayer', 'rpg']","""toy knife"" dagger",260
2261,"['action', 'free to play', 'indie', 'massively multiplayer', 'rpg']","""lethargic sentience"" wand",260
2262,"['action', 'free to play', 'indie', 'massively multiplayer', 'rpg']","""barely attuned magic thingy"" staff",260
2263,"['free to play', 'massively multiplayer', 'rpg']",Rift: upgrade bundle pack,699
2264,"['free to play', 'massively multiplayer', 'rpg']",Rift: glory of the ascended pack,699
2265,"['free to play', 'massively multiplayer', 'rpg']",Rift: classic collector’s pack,699
2266,"['free to play', 'massively multiplayer', 'rpg']",Rift: laethys' fortune pack,699
2267,"['racing', 'simulation', 'sports']",Motogp™14,795
2268,"['racing', 'simulation', 'sports']",Motogp™14 laguna seca red bull us grand prix,795
2269,"['indie', 'rpg', 'strategy']",The banner saga - mod content,761
2270,['strategy'],Company of heroes 2 - the western front armies,838
2271,"['action', 'indie', 'strategy']",Zamb! biomutant extermination,344
2272,['strategy'],Coh 2 - the western front armies: us forces,838
2273,['racing'],Grid autosport - high res texture pack,799
2274,['strategy'],Coh 2 - the western front armies: oberkommando west,838
2275,"['racing', 'sports']",Motogp™14 season pass,798
2276,"['casual', 'simulation']",Rocksmith® 2014 – the surfaris - “wipe out”,647
2277,"['casual', 'simulation']",Rocksmith® 2014 – the ventures - “walk don’t run”,647
2278,"['casual', 'simulation']",Rocksmith® 2014 – dick dale and his del-tones - “misirlou”,647
2279,"['casual', 'simulation']",Rocksmith® 2014 – surf rock song pack,647
2280,"['racing', 'sports']",Grid autosport - black edition pack,798
2281,"['action', 'adventure']",Sniper elite 3 - camouflage weapons pack,164
2282,"['action', 'adventure']",Sniper elite 3 - hunter weapons pack,164
2283,"['action', 'adventure']",Sniper elite 3 - allied reinforcements outfit pack,164
2284,"['adventure', 'indie', 'rpg', 'strategy']",Divinity: original sin (classic),495
2285,"['adventure', 'casual', 'indie']",Spoiler alert,440
2286,"['indie', 'simulation']",Euro truck simulator 2 - polish paint jobs pack,771
2287,"['indie', 'simulation']",Euro truck simulator 2 - canadian paint jobs pack,771
2288,"['action', 'free to play', 'massively multiplayer']",Warface,292
2289,['indie'],Triblaster,777
2290,"['indie', 'rpg', 'strategy']",Talisman - character pack #6 - gambler,761
2291,"['action', 'indie']",Momodora iii,345
2292,['simulation'],Gg1 prr silver add-on livery,820
2293,"['adventure', 'indie']",Monsters ate my birthday cake,504
2294,"['indie', 'rpg']",Fantasy grounds - pfrpg compatible adventure: cipactli's maw - one on one adventure #15,762
2295,"['indie', 'rpg']",Fantasy grounds - pfrpg compatible adventure: the lost city of bransik - one on one adventure #16,762
2296,"['casual', 'indie', 'simulation']",Contraption maker,626
2297,"['action', 'indie', 'strategy']",Survivor squad demo,344
2298,"['action', 'adventure', 'indie']",Claire,138
2299,"['casual', 'indie', 'strategy']",Bounders and cads,632
2300,"['action', 'casual', 'indie']",Q*bert: rebooted,232
2301,['adventure'],Deponia: the complete journey,524
2302,"['action', 'indie']",Cult of the wind,345
2303,"['adventure', 'indie']",Reversion - the meeting (2nd chapter),504
2304,"['action', 'adventure', 'casual', 'indie', 'strategy']",Mousecraft,57
2305,"['indie', 'rpg']",Fantasy grounds - pfrpg the breaking of forstor nagar,762
2306,"['casual', 'simulation']",Rocksmith® 2014 – the libertines - “can’t stand me now”,647
2307,"['casual', 'simulation']",Rocksmith® 2014 – the libertines - “what katie did”,647
2308,"['casual', 'simulation']",Rocksmith® 2014 – the libertines - “don’t look back into the sun”,647
2309,"['casual', 'simulation']",Rocksmith® 2014 – the libertines song pack,647
2310,"['adventure', 'casual']",House of 1000 doors: the palm of zoroaster collector's edition,453
2311,"['adventure', 'casual']",Namariel legends: iron lord premium edition,453
2312,"['indie', 'rpg']",Heroes rise: herofall demo,762
2313,"['adventure', 'casual']",Evil pumpkin: the lost halloween,453
2314,"['action', 'simulation']",Gunship!,382
2315,"['action', 'indie']",Retrobooster,345
2316,"['adventure', 'indie']",Exodus,504
2317,"['casual', 'indie']",Rooms: the main building,633
2318,"['adventure', 'casual']",Necronomicon: the dawning of darkness,453
2319,['simulation'],X-plane 10 global - 64 bit - europe scenery,820
2320,['simulation'],X-plane 10 global - 64 bit - africa scenery,820
2321,['simulation'],X-plane 10 global - 64 bit - asia scenery,820
2322,['simulation'],X-plane 10 global - 64 bit - australia scenery,820
2323,['simulation'],X-plane 10 global - 64 bit,820
2324,['simulation'],X-plane 10 global - 64 bit - north america scenery,820
2325,['simulation'],X-plane 10 global - 64 bit - south america scenery,820
2326,"['action', 'casual', 'indie']",Pivvot,232
2327,"['action', 'adventure', 'indie', 'rpg']",Tales of adventure 2,128
2328,"['simulation', 'strategy']",Expansion - europa universalis iv: res publica,819
2329,"['simulation', 'strategy']",Europa universalis iv: republican music pack,819
2330,"['simulation', 'strategy']",Europa universalis iv: indian ships unit pack,819
2331,"['indie', 'strategy']",The nightmare cooperative,776
2332,['strategy'],Magic 2015 - duels of the planeswalkers,838
2333,"['action', 'adventure', 'indie', 'massively multiplayer', 'rpg']",Hero siege - the karp of doom,106
2334,['rpg'],Steel &amp; steam: episode 1,813
2335,"['action', 'casual', 'free to play', 'indie', 'massively multiplayer', 'early access']",Of guards and thieves,166
2336,['utilities'],Evga precision xoc,844
2337,"['simulation', 'strategy']",Europa universalis iv: indian subcontinent unit pack,819
2338,"['action', 'casual']",Hidden in plain sight,249
2339,"['action', 'adventure', 'casual']",Scooby doo! &amp; looney tunes cartoon universe: adventure,70
2340,['strategy'],Rulers of nations,838
2341,['strategy'],Innistrad card collection,838
2342,['strategy'],Theros card collection,838
2343,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2,625
2344,"['casual', 'simulation']",Rocksmith® 2014 – the doobie brothers - “china grove”,647
2345,"['action', 'adventure']",Sniper elite 3 - save churchill part 1: in shadows,164
2346,"['action', 'adventure']",Sniper elite 3 - patriot weapons pack,164
2347,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - crazy zoo,625
2348,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - fantasy,625
2349,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - dino world,625
2350,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - farm world,625
2351,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - horses,625
2352,"['action', 'adventure']",Pixel hunter,164
2353,"['casual', 'free to play', 'indie', 'simulation', 'strategy']",Wildlife park 2 - kitz (fawn),574
2354,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - marine world,625
2355,"['casual', 'indie', 'simulation', 'strategy']",Wildlife park 2 - domestic animals,625
2356,"['action', 'casual', 'indie']",Point perfect,232
2357,"['action', 'adventure', 'free to play', 'indie']",The forgotten ones,88
2358,"['adventure', 'casual', 'indie', 'simulation']",Heileen 3: new horizons,435
2359,"['adventure', 'casual', 'indie', 'simulation']",Heileen 3 bonus content,435
2360,"['adventure', 'casual', 'indie']",Detective case and clown bot in: murder in the hotel lisbon,440
2361,['indie'],Pressured,777
2362,"['action', 'adventure', 'indie', 'massively multiplayer', 'rpg']",Hero siege - the karp of doom (digital collector's edition),106
2363,"['action', 'adventure', 'indie']",Toxic bunny hd,138
2364,"['adventure', 'casual']",The cameron files: the secret at loch ness,453
2365,"['action', 'adventure', 'indie']",Ghostship aftermath,138
2366,"['adventure', 'indie', 'rpg']",Lantern forge,496
2367,"['indie', 'strategy', 'early access']",Undead overlord,775
2368,"['action', 'indie']",Obludia,345
2369,"['simulation', 'strategy']",Time of fury,819
2370,"['adventure', 'indie', 'rpg', 'simulation', 'strategy']",Smugglers 5 dlc: the smugglers guild,492
2371,"['action', 'indie']",Blade symphony original soundtrack,345
2372,['adventure'],Ar-k,524
2373,['simulation'],Omsi 2 add-on ai-articulated bus for vienna,820
2374,['indie'],Sokobond,777
2375,"['adventure', 'indie', 'rpg', 'simulation']",Data hacker: initiation,493
2376,['adventure'],My ex-boyfriend the space tyrant,524
2377,"['action', 'indie']",Freedom planet,345
2378,"['action', 'rpg']",Dark souls™ ii crown of the sunken king,376
2379,"['action', 'indie', 'rpg', 'strategy']",Dungeon defenders eternity,331
2380,"['adventure', 'casual', 'simulation']",Nicole bonus content,451
2381,"['indie', 'rpg']",Fantasy grounds - pfrpg rite publishing's adventure quarterly #5,762
2382,"['action', 'indie', 'simulation', 'early access']",Dark horizons: mechanized corps,333
2383,"['indie', 'simulation', 'strategy']",Influent dlc - pусский [learn russian],770
2384,"['action', 'rpg']",Dark souls™ ii - season pass,376
2385,"['adventure', 'casual', 'free to play', 'indie', 'rpg']",Velvet sundown,398
2386,"['action', 'free to play', 'massively multiplayer', 'rpg']",Naviros fashionista pack,287
2387,"['action', 'free to play', 'massively multiplayer', 'rpg']",Naviros beginner pack,287
2388,"['racing', 'sports']",Grid autosport - best of british pack,798
2389,"['action', 'adventure', 'indie']",Third eye crime,138
2390,"['racing', 'sports']",Grid autosport - premium garage pack,798
2391,"['action', 'indie', 'strategy']",Machines at war 3,344
2392,"['indie', 'rpg']",Fantasy grounds - pfrpg the reaping stone,762
2393,['strategy'],Coh 2 - us forces commander: rifle company,838
2394,['strategy'],Coh 2 - okw commander: elite armor doctrine,838
2395,['strategy'],Coh 2 - us forces commander: recon support company,838
2396,['strategy'],Coh 2 - us forces commander: mechanized company,838
2397,['strategy'],Coh 2 - okw commander: fortifications doctrine,838
2398,"['action', 'massively multiplayer', 'rpg']",Defiance: vbi ultimate pack,356
2399,['strategy'],Commander: the great war,838
2400,"['action', 'indie']",Vertical drop heroes hd,345
2401,"['action', 'indie', 'strategy']",Selknam defense,344
2402,"['adventure', 'indie']",The room,504
2403,"['action', 'indie']",Proxy blade zero,345
2404,"['indie', 'rpg']",Fantasy grounds - pfrpg: basic1 - a learning time,762
2405,"['action', 'indie', 'early access']",Rodina,304
2406,"['indie', 'rpg']",Fantasy grounds - pfrpg: basic2 - a frightful time,762
2407,"['action', 'indie']",Rodina soundtrack,345
2408,['racing'],Trials fusion - riders of the rustlands,799
2409,"['action', 'indie']",Rodina demo,345
2410,"['action', 'indie', 'rpg']",Black ice original soundtrack - level one,332
2411,['rpg'],The legend of heroes: trails in the sky,813
2412,['casual'],Time mysteries 2: the ancient spectres,652
2413,['action'],Call of duty®: ghosts - bling character pack,393
2414,"['action', 'adventure', 'indie']",Top hat,138
2415,"['action', 'free to play', 'indie', 'massively multiplayer', 'rpg']",Guns and robots - starter pack,260
2416,"['casual', 'indie', 'strategy']",Crazy plant shop,632
2417,"['action', 'adventure', 'indie', 'simulation']",The tower,134
2418,"['action', 'adventure', 'indie']",Jet gunner,138
2419,"['action', 'adventure', 'free to play', 'indie']",The expendabros,88
2420,"['action', 'rpg']",Sacred 3,376
2421,"['casual', 'simulation']",Rocksmith® 2014 – biffy clyro - “black chandelier”,647
2422,"['casual', 'simulation']",Rocksmith® 2014 – biffy clyro - “stingin’ belle”,647
2423,"['casual', 'simulation']",Rocksmith® 2014 – biffy clyro - “bubbles”,647
2424,"['racing', 'sports']",Grid autosport - coupé style pack,798
2425,"['casual', 'indie', 'strategy']",The counting kingdom,632
2426,"['casual', 'simulation']",Rocksmith® 2014 – biffy clyro - “many of horror”,647
2427,['indie'],Road not taken,777
2428,"['casual', 'simulation']",Rocksmith® 2014 – biffy clyro - “mountains”,647
2429,"['indie', 'rpg']",Fantasy grounds - deadlands noir,762
2430,"['action', 'indie', 'simulation']",Orbital gear,338
2431,['action'],Ultra street fighter® iv digital upgrade,393
2432,"['action', 'free to play', 'massively multiplayer', 'rpg']",Naviros samurai pack,287
2433,['strategy'],Graviteam tactics: shilovo 1942,838
2434,['sports'],Cricket captain 2014,827
2435,['simulation'],Dcs: f-86f sabre,820
2436,"['simulation', 'strategy']",The terminal 2,819
2437,"['casual', 'indie', 'simulation', 'strategy']",Gamersgomakers,625
2438,"['action', 'simulation']",Echelon: wind warriors,382
2439,"['indie', 'strategy']",War on folvos,776
2440,"['action', 'simulation', 'strategy']",Victory at sea,381
2441,['strategy'],Frontline : road to moscow,838
2442,"['action', 'indie']",Psichodelya,345
2443,"['action', 'adventure', 'indie']",Wyv and keep: the temple of the lost idol,138
2444,['simulation'],Train simulator: liverpool-manchester route add-on,820
2445,"['adventure', 'indie']",Another perspective,504
2446,"['adventure', 'casual', 'indie']",Morphopolis,440
2447,"['action', 'adventure', 'indie']",Collector's edition dlc,138
2448,['simulation'],Train simulator: br regional railways class 101 dmu add-on,820
2449,"['action', 'adventure']",Sniper elite 3 - eastern front weapons pack,164
2450,"['action', 'indie']",Mega coin squad,345
2451,"['adventure', 'indie']",Aritana and the harpy's feather,504
2452,['action'],Heavy fire: afghanistan,393
2453,"['adventure', 'indie']",Aritana and the harpy's feather demo,504
2454,['action'],Kick-ass 2,393
2455,"['action', 'adventure', 'free to play', 'indie', 'massively multiplayer', 'rpg', 'strategy']",Divine souls f2p mmo,77
2456,['action'],Platypus ii,393
2457,"['simulation', 'strategy']",Advanced tactics gold,819
2458,['action'],Platypus,393
2459,['action'],Nux,393
2460,"['action', 'indie']",Stonerid,345
2461,['action'],Dw8xlce - new stage &amp; camp symbol pack,393
2462,['action'],Dw8xlce - weapon system &amp; upgrade pack,393
2463,['action'],Dw8xlce - weapon system pack,393
2464,['action'],Dw8xlce - new stage &amp; animal pack,393
2465,['action'],Dw8xlce - japanese voice option,393
2466,['action'],Dw8xlce - original costume pack,393
2467,"['action', 'indie']",Freedom planet - official soundtrack,345
2468,"['action', 'adventure']",Sniper elite 3 - save churchill part 2: belly of the beast,164
2469,['rpg'],Heroes &amp; legends: conquerors of kolhar,813
2470,"['action', 'adventure', 'indie']",Guacamelee! super turbo championship edition,138
2471,"['action', 'indie']",Jamsouls,345
2472,"['casual', 'free to play', 'indie']",Max gentlemen,579
2473,"['indie', 'rpg']",Fantasy grounds - pfrpg: u1: dark days in stoneholme,762
2474,"['adventure', 'indie']",Shadowgate (2014),504
2475,"['indie', 'simulation']",Taxi,771
2476,['action'],Dusk 12,393
2477,"['action', 'indie', 'strategy']",Commando jack,344
2478,['adventure'],Curse: the eye of isis,524
2479,"['casual', 'indie', 'strategy']",Cubesis,632
2480,"['action', 'free to play', 'indie', 'massively multiplayer']",Cannons lasers rockets,266
2481,"['action', 'casual', 'indie']",Deep under the sky,232
2482,"['adventure', 'casual', 'indie', 'rpg']",Dark scavenger demo,429
2483,"['indie', 'rpg', 'strategy']",Bravada demo,761
2484,"['action', 'indie']",Super time force ultra,345
2485,"['adventure', 'casual']",Amerzone: the explorer’s legacy,453
2486,"['adventure', 'indie']",The journey down: chapter two,504
2487,"['adventure', 'indie', 'rpg']",Biglands: a game made by kids,496
2488,"['action', 'indie']",Super time force ultra - soundtrack,345
2489,['action'],Metro 2033 redux,393
2490,['action'],Metro: last light redux,393
2491,"['adventure', 'indie', 'strategy']",See no evil,503
2492,"['adventure', 'indie']",See no evil - official soundtrack,504
2493,"['action', 'rpg']",Dark souls™ ii crown of the old iron king,376
2494,"['casual', 'simulation']",Rocksmith® 2014 – bachsmith,647
2495,"['action', 'indie', 'rpg']",Lichdom: battlemage,332
2496,"['indie', 'strategy']",Airship dragoon,776
2497,"['racing', 'sports']",Grid autosport - sprint pack,798
2498,"['indie', 'rpg']",Fantasy grounds - deadlands noir: the case of the jumbo shrimp,762
2499,['casual'],Trainz trouble,652
2500,"['indie', 'strategy']",Airship dragoon demo,776
2501,['casual'],Train town,652
2502,"['adventure', 'indie']",Appointment with fear,504
2503,['strategy'],Nobunaga's ambition: souzou - scenario tenkafubu,838
2504,"['action', 'indie', 'racing']",Zombie driver hd brutal car skins,324
2505,['strategy'],"Nobunaga's ambition: souzou - ""motonobu serada"", ""tsuru oohouri"" bushou data",838
2506,['strategy'],Nobunaga's ambition: souzou - nobunaga oda in-game face cg,838
2507,['strategy'],"Nobunaga's ambition: souzou - ""goemon ishikawa"", ""yasuke"" bushou data",838
2508,['strategy'],"Nobunaga's ambition: souzou - ""teru kushihashi"", ""chiyome mochiduki"" bushou data",838
2509,"['indie', 'rpg']",Fantasy grounds - deadlands reloaded: blood drive 1,762
2510,['strategy'],"Nobunaga's ambition: souzou - ""nobunaga's ambition day"" memorial set",838
2511,"['action', 'adventure']",Bird assassin,164
2512,['strategy'],Nobunaga's ambition: souzou - series 30th anniversary contents,838
2513,"['adventure', 'casual', 'indie']",Monkey tales games,440
2514,"['indie', 'strategy']",Draconian wars,776
2515,"['action', 'adventure', 'rpg']",How to survive,156
2516,"['action', 'indie', 'strategy']",Awesomenauts - leon legionnaire skin,344
2517,"['action', 'indie', 'strategy']",Awesomenauts - jotunn skølldir skin,344
2518,"['action', 'indie', 'strategy']",Awesomenauts - grim genji skin,344
2519,"['indie', 'rpg']",Choice of the deathless,762
2520,"['indie', 'rpg']",Choice of the deathless demo,762
2521,"['action', 'indie', 'simulation', 'strategy']",God factory: wingmen,337
2522,"['action', 'indie']",Power-up,345
2523,"['adventure', 'casual', 'indie', 'rpg']",Millennium 3 - cry wolf,429
2524,['action'],Minimum,393
2525,"['action', 'adventure', 'free to play', 'indie', 'rpg']",Dragons and titans - titan pass,83
2526,['simulation'],Train simulator: norfolk southern dash8-40c loco add-on,820
2527,['simulation'],Omsi 2 add-on hamburg,820
2528,"['action', 'indie', 'racing', 'simulation', 'sports', 'early access']",Altitude0: lower &amp; faster,317
2529,"['indie', 'rpg', 'strategy']",Talisman - character pack #8 - apprentice mage,761
2530,"['indie', 'simulation', 'strategy', 'early access']",Dwelvers,769
2531,['indie'],One day for ched,777
2532,"['adventure', 'casual']",Time mysteries 3: the final enigma,453
2533,['casual'],The flying dutchman,652
2534,['rpg'],Fable anniversary - heroes and villains content pack,813
2535,['rpg'],Fable anniversary,813
2536,['rpg'],Fable anniversary - scythe content pack,813
2537,"['indie', 'strategy']",Lords of the black sun,776
2538,['casual'],Planetarian ~the reverie of a little planet~,652
2539,['adventure'],Jacob jones and the bigfoot mystery : episode 1,524
2540,"['casual', 'racing']",The collider,635
2541,"['casual', 'indie', 'strategy']",Great permutator,632
2542,"['action', 'free to play', 'indie']",Color symphony,279
2543,"['action', 'indie']",Shadowcrypt,345
2544,"['indie', 'strategy']",Reprisal universe,776
2545,"['action', 'adventure']",Naruto shippuden: ultimate ninja storm revolution - dlc4 jinchuriki costume pack 1,164
2546,"['action', 'adventure']",Naruto shippuden: ultimate ninja storm revolution - dlc5 jinchuriki costume pack 2,164
2547,"['action', 'adventure', 'indie']",Hero of many - original soundtrack,138
2548,"['action', 'adventure']",Naruto shippuden: ultimate ninja storm revolution,164
2549,"['action', 'adventure', 'casual', 'indie']",Hero of many,58
2550,"['action', 'strategy']",Near impact,392
2551,['casual'],Pacific liberation force,652
2552,['casual'],Demonlisher,652
2553,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: black gem hunting,563
2554,['video production'],Movie edit pro 2015 - movie templates,845
2555,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: miner’s luck - starter dlc pack,563
2556,"['action', 'adventure', 'indie']",The waste land,138
2557,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: golden age - premium dlc pack,563
2558,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: miner’s luck - extended dlc pack,563
2559,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: elf ranger - artifact dlc pack,563
2560,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: nomad - artifact dlc pack,563
2561,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: hero courage - extended dlc pack,563
2562,"['casual', 'free to play', 'indie', 'massively multiplayer', 'strategy']",My lands: age of prosperity - premium dlc pack,563
2563,"['rpg', 'strategy']",Endless legend™,811
2564,"['adventure', 'free to play', 'massively multiplayer', 'rpg', 'strategy']",Wakfu,470
2565,"['action', 'adventure', 'rpg', 'strategy']",Elminage gothic,155
2566,"['action', 'indie']",Heavy bullets,345
2567,['action'],Battle of europe,393
2568,"['simulation', 'sports', 'strategy']",Pro rugby manager 2015,816
2569,['casual'],War operations,652
2570,"['rpg', 'strategy']",Age of wonders iii - golden realms expansion,811
2571,"['casual', 'indie']",Secret of the magic crystals - soundtrack and coloring book,633
2572,"['adventure', 'free to play', 'massively multiplayer', 'rpg', 'strategy']",Wakfu - magmog pack,470
2573,"['adventure', 'free to play', 'massively multiplayer', 'rpg', 'strategy']",Wakfu - excarnus pack,470
2574,"['adventure', 'casual', 'indie']",Enola,440
2575,"['adventure', 'indie', 'rpg', 'strategy']",Wasteland 2: director's cut,495
2576,"['indie', 'simulation', 'early access']",Zen fish sim,764
2577,"['action', 'adventure', 'indie', 'strategy']",Cannon brawl,137
2578,['adventure'],Cho dengeki stryker all ages version,524
2579,"['indie', 'simulation', 'strategy']",The last federation - betrayed hope,770
2580,"['action', 'indie']",Super chain crusher horizon,345
2581,"['action', 'adventure', 'indie', 'rpg']",Magicmaker,128
2582,"['adventure', 'indie']",Bionic heart 2,504
2583,"['simulation', 'strategy']",Stronghold crusader 2,819
2584,['strategy'],Fritz chess 14,838
2585,['simulation'],Dandelion - wishes brought to you - demo,820
2586,"['adventure', 'indie']",Bionic heart 2 bonus content,504
2587,['adventure'],Jacob jones and the bigfoot mystery : episode 2,524
2588,['strategy'],Deep fritz 14 dlc,838
2589,['strategy'],Ancient space,838
2590,"['indie', 'strategy']",Dg2: defense grid 2,776
2591,"['casual', 'simulation']",Rocksmith® 2014 – shinedown - “45”,647
2592,"['casual', 'simulation']",Rocksmith® 2014 – shinedown - “bully”,647
2593,['rpg'],Pier solar and the great architects,813
2594,['adventure'],Sherlock holmes: crimes and punishments,524
2595,"['action', 'rpg']",Dark souls™ ii crown of the ivory king,376
2596,"['action', 'adventure', 'indie']",Artbook and ost,138
2597,"['action', 'adventure']",Middle-earth: shadow of mordor - goty edition upgrade,164
2598,"['action', 'adventure']",Naruto shippuden: ultimate ninja storm revolution - dlc6 suit pack,164
2599,"['indie', 'simulation', 'strategy']",Influent dlc - italiano [learn italian],770
2600,"['casual', 'simulation']",Rocksmith® 2014 – foreigner - “cold as ice”,647
2601,"['casual', 'simulation']",Rocksmith® 2014 – foreigner - “hot blooded”,647
2602,"['casual', 'simulation']",Rocksmith® 2014 – foreigner - “feels like the first time”,647
2603,"['casual', 'simulation']",Rocksmith® 2014 – foreigner - “juke box hero”,647
2604,"['casual', 'simulation']",Rocksmith® 2014 – foreigner song pack,647
2605,"['action', 'adventure']",Middle-earth™: shadow of mordor™,164
2606,"['action', 'indie']",Wrack,345
2607,"['action', 'indie']",Super win the game soundtrack,345
2608,"['indie', 'simulation']",Euro truck simulator 2 - german paint jobs pack,771
2609,"['casual', 'simulation']",Rocksmith® 2014 – foreigner - “double vision”,647
2610,"['action', 'indie']",Super win the game,345
2611,"['adventure', 'indie']",Silence of the sleep,504
2612,"['action', 'free to play', 'massively multiplayer', 'rpg', 'strategy']",Prime world - advanced pack,286
2613,['simulation'],Train simulator: west highland line extension route add-on,820
2614,"['action', 'indie', 'simulation', 'sports']",Depth hunter 2: ocean mysteries,335
2615,"['indie', 'rpg', 'simulation', 'strategy']",Hegemony rome: the rise of caesar - mercenaries pack,757
2616,"['indie', 'rpg']",Fantasy grounds - savage worlds: etu - east texas university,762
2617,"['sports', 'strategy']",Front page sports football,826
2618,"['adventure', 'casual']",Left in the dark: no one on board,453
2619,['action'],Metal slug x,393
2620,"['adventure', 'indie']",Qora,504
2621,"['adventure', 'indie', 'rpg']",A golden wake demo,496
2622,"['racing', 'sports']",Moto racer collection,798
2623,"['adventure', 'indie']",Qora - soundtrack,504
2624,['simulation'],Dcs: mig-21bis,820
2625,['casual'],Disney•pixar toy story mania!,652
2626,"['action', 'adventure', 'racing']",Disney•pixar cars toon: mater's tall tales,150
2627,['action'],Disney princess: my fairytale adventure,393
2628,"['adventure', 'casual']",Disney fairies: tinker bell's adventure,453
2629,['adventure'],Disney winnie the pooh,524
2630,"['action', 'adventure']",Disney g-force,164
2631,"['adventure', 'indie']",Metal dead,504
2632,['action'],Styx: master of shadows,393
2633,"['action', 'casual', 'free to play', 'massively multiplayer']",Counter-strike nexon: zombies,189
2634,['action'],Alien: isolation - deluxe edition dlc,393
2635,"['action', 'adventure', 'indie']",Crow,138
2636,"['adventure', 'casual', 'rpg']",Costume quest 2,449
2637,['racing'],Trials fusion - welcome to the abyss,799
2638,['strategy'],Disciples sacred lands gold,838
2639,"['adventure', 'casual']",Season match 2,453
2640,"['indie', 'rpg']",Fantasy grounds - maps: winding caverns,762
2641,"['indie', 'rpg']",Fantasy grounds - maps: cobblestone city and inn,762
2642,['action'],Tron 2.0,393
2643,"['indie', 'rpg']",Fantasy grounds - maps: graystone castle,762
2644,"['free to play', 'simulation']",Pinball arcade: season four pack,715
2645,"['free to play', 'simulation']",Pinball arcade: season four pro pack,715
2646,['adventure'],Disney princess: enchanted journey,524
2647,"['action', 'casual', 'strategy']",Gods vs humans,248
2648,"['action', 'free to play', 'massively multiplayer', 'rpg']",Dragon's prophet: free pack,287
2649,"['adventure', 'casual', 'indie']",1heart,440
2650,"['casual', 'free to play', 'indie', 'strategy']",Sigils of elohim,578
2651,['action'],The evil within season pass,393
