,genres,title,item_id
2396368,['Adventure'],Nancy Drew®: Secrets Can Kill REMASTERED,6910
2396691,"['Casual', 'Indie']",SpaceChem: 63 Corvi,110800
2396901,['Adventure'],Nancy Drew®: The Captive Curse,55230
2405543,['Strategy'],Pride of Nations: American Civil War 1862,6870
2405548,"['Action', 'Indie']",EDGE,6900
2405588,['Strategy'],Civilization V - Civ and Scenario Pack: Korea,211600
2405678,['Indie'],Hacker Evolution Duality,202170
2406974,"['Action', 'Indie', 'RPG', 'Strategy']",Space Pirates and Zombies,24010
2407086,['Action'],Section 8: Prejudice Frontier Colonies Map Pack,220260
2407221,['Strategy'],"Warhammer 40,000: Dawn of War II - Ultramarines Pack",223470
2409483,"['Action', 'RPG']",Fallout New Vegas®: Lonesome Road™,6850
2409540,"['Action', 'Adventure', 'RPG']",The Baconing,105430
2409576,['Strategy'],Men of War: Vietnam,209870
2414056,"['Action', 'Indie']",Hard Reset Extended Edition,250420
2414702,['Strategy'],Pride of Nations: The Franco-Prussian War 1870,250600
2415566,"['Action', 'Indie', 'Racing', 'Strategy']",Rock of Ages,223750
2415686,"['Action', 'Massively Multiplayer', 'Simulation']",Red Orchestra 2: Heroes of Stalingrad with Rising Storm,224580
2417198,['Simulation'],Cities in Motion: German Cities,234710
2418159,"['Action', 'Indie']",Astro Tripper,231430
2419979,['Adventure'],Nancy Drew®: Shadow at the Water's Edge,107410
2432462,['Simulation'],Farming Simulator 2011 Equipment Pack 3,255220
2432510,"['Racing', 'Simulation']",Off-Road Drive,242980
2432515,['Strategy'],Supreme Commander,15320
2432555,['Strategy'],Disciples III - Resurrection,258180
2432604,['Simulation'],Train Simulator: Amtrak Acela Express EMU Add-On,310380
2433012,"['Adventure', 'Casual', 'RPG']",Costume Quest,313160
2433162,['Simulation'],The Sims™ 3 Pets,314160
2433226,"['Action', 'Indie', 'RPG']",Serious Sam: The Random Encounter,271590
2445140,"['Simulation', 'Strategy']",Airline Tycoon 2,3700
2445154,"['Action', 'Indie']",The Haunted: Hells Reach,238090
2445443,['Action'],Sonic Generations Collection,34030
2446037,"['Adventure', 'Strategy']",L.A. Noire: DLC Bundle,34330
2448294,"['Action', 'Indie']",Jamestown Soundtrack,22100
2448394,"['Action', 'Adventure']",Raid Mode: Weapon Storage A,48720
2448624,"['Strategy', 'RPG', 'Indie']",Dungeon Defenders Halloween Mission Pack,13140
2448712,"['Indie', 'Racing']",SkyDrift,34870
2448855,"['Action', 'RPG']",Magicka: Holiday Spirit Item Pack,65790
2449141,['Strategy'],Real Warfare 1242,35450
2452741,['Action'],Batman Arkham City: Nightwing Bundle,242760
2461529,['Strategy'],Galactic Civilizations® II: Ultimate Edition,242860
2462777,['Simulation'],Train Simulator: West Coast Main Line North Route Add-On,91310
2467352,"['Action', 'Free to Play', 'Massively Multiplayer']",APB Reloaded,216250
2468664,"['Adventure', 'Indie']",Blackwell Unbound,214950
2471690,['Racing'],Flatout 3: Chaos &amp; Destruction,251570
2475680,"['Action', 'RPG', 'Indie']",Dungeon Defenders The Great Turkey Hunt! Mission &amp; Costumes,209160
2477075,['Strategy'],Magic 2012 Deck Pack 2,221100
2518494,['Action'],"Warhammer 40,000: Space Marine - Golden Relic Chainsword",277450
2518497,"['Action', 'Simulation']",X3: Albion Prelude,12120
2519469,"['Action', 'Indie']",Bunch of Heroes: Holiday Pack (Free DLC),300
2519991,['Action'],Renegade Ops - Coldstrike Campaign,6860
2520238,['Action'],"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",12100
2520293,['Action'],"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",15100
2520335,['Action'],Earth Defense Force Tactician Advanced Tech Package,12200
2520687,['Action'],Earth Defense Force Trooper Special Issue Enforcer Package,19000
2520689,['Simulation'],Train Simulator: Woodhead Route Add-On,10180
2522228,"['Action', 'Indie', 'RPG']",Fortune Summoners,38210
2522234,"['Free to Play', 'Massively Multiplayer', 'RPG']",Star Trek Online,10680
2522476,"['Action', 'RPG', 'Indie']",Dungeon Defenders: Barbarian Hero DLC,33230
2523037,"['Action', 'Casual', 'Indie']",PixelJunk™ Eden,45740
2523145,"['Casual', 'Indie', 'Racing']",Snuggle Truck,50620
2523329,"['RPG', 'Simulation', 'Strategy']",Crusader Kings II,47870
2523459,"['Action', 'Indie']",Xotic DLC: Pipe Works Expansion Pack,63710
2523619,"['Action', 'Adventure']",Alan Wake,48190
2523745,"['Action', 'RPG']",Magicka: Lonely Island Cruise,104200
2523765,"['Adventure', 'Casual']",Pickers,71340
2523805,"['Adventure', 'Indie']",1000 Amps,201870
2523896,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Spiral Knights: Operation Crimson Hammer,102840
2523926,['Simulation'],Cities In Motion: Design Dreams,108710
2524454,"['Action', 'Adventure']",Alan Wake Collector's Edition Extras,362410
2524456,['Simulation'],The Sims™ 3 Showtime,208500
2524459,"['Adventure', 'Indie']",Stacking,50650
2524663,"['Action', 'Adventure', 'Indie']",Wizorb,207210
2524675,['Simulation'],Jane's Advanced Strike Fighters,218640
2524745,"['Action', 'Adventure', 'RPG']",Ys: The Oath in Felghana,202970
2527371,['Strategy'],Total War: Shogun 2 - Fall of the Samurai,12110
2527581,"['Action', 'Indie']",Fowl Space,226700
2529993,"['Adventure', 'Casual']",Midnight Mysteries 3: Devil on the Mississippi,38830
2530071,"['Casual', 'Indie']",3SwitcheD,113420
2530615,['Simulation'],Train Simulator: Freightliner Class 70 Loco Add-On,200210
2541559,"['Strategy', 'RPG', 'Indie']",Dungeon Defenders: Series EV Hero DLC,203290
2542039,"['Indie', 'Strategy']",Hegemony Gold: Wars of Ancient Greece,212800
2542753,['Simulation'],Train Simulator: Settle to Carlisle Route Add-on,231060
2542763,"['Strategy', 'RPG', 'Indie']",Dungeon Defenders: Penny Arcade Character Pack,238070
2542811,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Imagine Earth,263500
2542895,['Action'],Scary Girl,39000
2543841,"['Strategy', 'Simulation']",Airline Tycoon 2: Honey Airlines DLC,39120
2544651,['RPG'],Risen 2: Dark Waters,214420
2545301,"['Action', 'Strategy', 'RPG', 'Indie']",Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,218470
2545427,"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Give It All”,233630
2545467,['Action'],Binary Domain,248570
2548950,"['Action', 'Casual', 'Simulation', 'Strategy']",Toy Soldiers,251670
2549020,['Action'],Saints Row: The Third - Steelport Gangs Pack,42160
2549788,"['Casual', 'Simulation']",Rocksmith® 2014 – Radiohead - “My Iron Lung”,202090
2550687,"['Indie', 'Strategy']",Gemini Wars,239220
2553367,['Action'],Streets of Rage 3,241640
2553655,['Strategy'],Magic: The Gathering - 2013 Deck Pack 1,253710
2556525,"['Indie', 'Simulation', 'Strategy']",Command Ops 2: The Cauldron Vol. 5,232770
2556541,"['Action', 'Indie']",Serious Sam HD: The Second Encounter,204450
2556970,"['Casual', 'Indie']",Dead Hungry Diner,224060
2556998,['Simulation'],Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,237110
2557466,"['Action', 'Indie', 'RPG']",Alien Shooter 2 Conscription,207140
2560352,"['Indie', 'Simulation', 'Strategy']",Gratuitous Tank Battles,368730
2560376,"['Casual', 'Indie', 'Strategy']",Ticket to Ride,209000
2561894,"['Action', 'Adventure', 'RPG']",Ys Origin,226960
2561903,['Action'],Binary Domain - Multiplayer Map Pack,253430
2562015,['Action'],Binary Domain - Dan Marshall Pack,253530
2562023,"['Action', 'Indie']",Waveform: Eris,241540
2564023,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",Dungeons of Dredmor: You Have To Name The Expansion Pack,249130
2564515,"['Free to Play', 'Massively Multiplayer', 'RPG']",The Lord of the Rings Online™,234670
2564689,"['Indie', 'Casual']",Splice,242050
2565319,['Indie'],Indie Game: The Movie,257710
2565419,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Krater,257750
2565500,"['Action', 'Adventure']",LEGO® Batman 2 DC Super Heroes™,235800
2565539,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Vindictus,261030
2568107,['Action'],Sniper Elite V2 - Kill Hitler + 2 Rifles,261570
2568197,"['Indie', 'RPG']",Penny Arcade's On the Rain-Slick Precipice of Darkness 3,264710
2569079,"['Adventure', 'Indie']",The Dark Eye: Chains of Satinav,265210
2569401,['Strategy'],Expansion - Crusader Kings II: Sword of Islam,268750
2569830,"['Casual', 'Strategy']",Quantum Conundrum,273110
2572476,['RPG'],Divine Divinity,239160
2572884,"['Action', 'Indie']",Xotic DLC: Warp Field Expansion Pack,285900
2573154,"['Action', 'Indie', 'Casual']",Foreign Legion: Multi Massacre,293560
2573175,"['RPG', 'Indie']",Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,295110
2578103,['Action'],Street Fighter X Tekken: Hugo (Swap Costume),295790
2578113,['Strategy'],Magic 2013 “Obedient Dead” Foil Conversion,222900
2584065,['Strategy'],Magic 2013 “Goblin Gangland” Foil Conversion,296470
2584293,['Action'],Street Fighter X Tekken: King (Swap Costume),292120
2584381,['Action'],Street Fighter X Tekken: Paul (Swap Costume),302830
2585299,"['RPG', 'Strategy']",Might &amp; Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack,243470
2585819,['Action'],Street Fighter X Tekken: Dhalsim (Swap Costume),307290
2585882,['Action'],Street Fighter X Tekken: Abel (Swap Costume),270570
2585892,['Action'],Street Fighter X Tekken: Zangief (Swap Costume),310370
2586399,['Action'],Street Fighter X Tekken: Yoshimitsu (Swap Costume),312530
2586489,['Action'],Street Fighter X Tekken: Jin (Swap Costume),244630
2586534,['Action'],Street Fighter X Tekken: Xiaoyu (Swap Costume),268420
2586718,['Action'],Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 1,315640
2586826,['Action'],Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 2,317360
2588894,"['Action', 'Indie']",Shatter: Official Videogame Soundtrack,317470
2588985,['Strategy'],Hearts of Iron III: US Infantry Sprite Pack,265650
2588989,['Adventure'],The Book of Unwritten Tales,319510
2590049,['Strategy'],Victoria II: A House Divided - American Civil War Spritepack,297210
2590051,"['Action', 'Indie', 'Strategy']",A Virus Named TOM,45760
2590261,"['Casual', 'Indie']",A Virus Named TOM Soundtrack,302510
2590333,['Action'],eXceed 3rd - Jade Penetrate Black Package,214490
2590806,"['Action', 'Racing']",Death Rally,238590
2590839,['Action'],Sleeping Dogs: The Red Envelope Pack,330840
2591189,['Simulation'],Train Simulator: SD70 V2 Volume 2 Loco Add-On,17570
2591289,['Action'],Killing Floor - Ash Harding Character Pack,274940
2591828,"['Indie', 'Strategy']",Hero Academy,241560
2591854,"['Action', 'Strategy']",Iron Brigade,332310
2591887,['Action'],Sleeping Dogs: Top Dog Silver Pack,323470
2592148,['Action'],Sleeping Dogs - High Resolution Texture Pack,215470
2592460,['RPG'],STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,336670
2592466,"['Indie', 'Casual']",AVSEQ,340460
2592470,['Action'],Gotham City Impostors Free to Play: Premium Card Pack 3,346110
2603780,['Action'],Gotham City Impostors Free to Play: Steampunk Costume,346120
2603960,['Action'],Gotham City Impostors Free to Play: Ninja Costume,351800
2604002,['Action'],Gotham City Impostors Free to Play: Harlette,354380
2604006,['Action'],Gotham City Impostors Free to Play: Weapon Pack - Professional,359050
2604240,['Action'],Gotham City Impostors Free to Play: Premium Card Pack 6,360760
2604242,['Action'],Gotham City Impostors Free to Play: Costume Coin Boost - Solo,361630
2604277,['Indie'],To the Moon Soundtrack,361640
2604279,"['Action', 'Adventure']",Batman: Arkham City - Game of the Year Edition,361700
2604285,"['Action', 'Indie', 'Strategy']",Awesomenauts - Bumble Gnaw Skin,363970
2607862,"['Action', 'Indie', 'Strategy']",Awesomenauts - Kosmonaut Yuri Skin,240460
2607868,"['Action', 'Indie', 'Strategy']",Awesomenauts - Grandmaster Splash Skin,368990
2607884,"['Action', 'Indie', 'Strategy']",Awesomenauts - Coco Hawaii Skin,329050
2607885,['Action'],Resident Evil: Operation Raccoon City - Weapon Stash,380600
2608029,['Adventure'],The Testament of Sherlock Holmes,389570
2608233,"['Action', 'Strategy']",Carrier Command: Gaea Mission,395520
2608242,['Action'],Dogfight 1942 Russia Under Siege,280790
2608442,"['Action', 'Indie']",BIT.TRIP CORE,415420
2608452,"['Action', 'RPG']",Borderlands 2: Mechromancer Pack,311210
2609876,['Strategy'],"Duels 2013 ""Aura Servants"" Deck Key",359550
2610128,"['Casual', 'Simulation']",Rocksmith - 3 Doors Down - 3-Song Pack,34900
2612083,"['Casual', 'Simulation']",Rocksmith - blink-182 - Dammit,22600
2612149,"['Casual', 'Simulation']",Rocksmith - The Police - Roxanne,63200
2612173,"['Casual', 'Simulation']",Rocksmith - Megadeth - Symphony of Destruction,220860
2612394,"['Action', 'Indie']",Giana Sisters: Twisted Dreams,51100
2616338,"['Free to Play', 'Massively Multiplayer', 'RPG']",ROSE Online,215870
2616340,"['Action', 'Adventure']",Sleeping Dogs: The SWAT Pack,218130
2616527,['Action'],Condemned: Criminal Origins,206480
2616602,"['Action', 'RPG']",Magicka: Grimnir's Laboratory,235400
2616638,"['Action', 'Adventure', 'Indie']",POSTAL 2,269390
2616678,"['Action', 'Adventure']",Sleeping Dogs: Ghost Pig,206500
2618353,"['Action', 'Free to Play', 'Massively Multiplayer']",APB Reloaded Urban Survival Pack,246280
2618638,"['Strategy', 'Indie', 'Simulation']",Gratuitous Tank Battles - The Western Front,204080
2618774,['Action'],Clan of Champions - Item Box +,70600
2618790,"['Action', 'Adventure']",Sleeping Dogs - Triad Enforcer Pack,244590
2618805,['Racing'],F1 Race Stars - Music Accessory Pack,239350
2619156,['Strategy'],"Magic 2013 ""Sky and Scale"" Foil Conversion",260410
2619170,['Strategy'],"Magic 2013 ""Act of War"" Foil Conversion",238430
2620815,['Strategy'],Worms Revolution: Medieval Tales DLC,269370
2620821,"['Action', 'Adventure', 'Indie']",Miasmata,105300
2620825,"['Action', 'Indie']",Stealth Bastard Deluxe,224480
2621125,"['Racing', 'Simulation', 'Sports']",GT Legends,274900
2621320,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",Mabinogi,293260
2621395,"['Strategy', 'Indie', 'Casual']",Triple Town,293860
2621397,"['Action', 'Simulation', 'Strategy']",Iron Sky: Invasion,225600
2621481,"['Casual', 'Simulation']",Rocksmith - Nickelback - 3 Song Pack,298520
2621499,['Adventure'],NiGHTS Into Dreams,301970
2621541,['Strategy'],Hearts of Iron III: British Vehicle Spritepack,305070
2621545,['Strategy'],Hearts of Iron III: Japanese Vehicle Spritepack,224600
2623049,['Action'],Rage: The Scorchers™,306830
2623291,"['Simulation', 'Strategy']",Tropico 4: Vigilante DLC,302380
2623423,"['Action', 'Strategy', 'Indie']",A Virus Named TOM: Winter Wonderland,65980
2623831,['Racing'],F1 Race Stars - India Track,335330
2624111,"['Action', 'Strategy']",Sword of the Stars II Soundtrack,2400
2624771,"['Indie', 'Strategy']",Sins of a Solar Empire®: Rebellion - Original Soundtrack,2420
2624835,"['Casual', 'Simulation']",Rocksmith - The Strokes - Reptilia,340350
2624839,"['Action', 'RPG']",Borderlands 2: Commando Domination Pack,351510
2624840,"['Action', 'RPG']",Borderlands 2: Gunzerker Domination Pack,360870
2624855,"['Action', 'Indie', 'Simulation']",Strike Suit Zero Soundtrack,365670
2624891,['Adventure'],The Cave,257400
2624895,"['Action', 'Adventure']",DmC: Devil May Cry,290340
2624898,"['Casual', 'Indie']",DIVO,245170
2625666,"['Casual', 'Simulation']","Rocksmith - Fall Out Boy - Sugar, We're Goin Down",418340
2625809,"['Casual', 'Simulation']",Rocksmith - Ram Jam - Black Betty,22330
2626337,"['Simulation', 'Strategy']",March of the Eagles,17440
2626355,['Adventure'],Assassin's Creed® III Tyranny of King Washington: The Infamy,24720
2626400,"['RPG', 'Web Publishing']",RPG Maker VX Ace - High Fantasy 2 Resource Pack,32380
2626426,"['Casual', 'Simulation']",Rocksmith - Incubus Song Pack,32390
2626440,['Simulation'],The Sims 3: University Life,24840
2626460,['Action'],DmC Devil May Cry: Vergil's Downfall,21970
2626516,"['Action', 'Indie']",Retro/Grade,48240
2626782,"['Indie', 'Casual']",Cut the Rope,200170
2626962,"['Action', 'Adventure']",Tomb Raider: Scavenger Scout,224440
2626963,['Action'],Call of Duty®: Black Ops II - North American Flags of the World Calling Card Pack,244710
2626981,"['Action', 'Strategy', 'Indie']",Primal Carnage - Experimental Dinosaur Skin Pack 2,259550
2626983,['Action'],Call of Duty®: Black Ops II - Benjamins Personalization Pack,240760
2627031,['Action'],Call of Duty®: Black Ops II - Zombies Personalization Pack,290890
2627035,"['RPG', 'Simulation', 'Strategy']",Jagged Alliance: Back in Action DLC: Urban Specialist Kit,294020
2627038,['Action'],God Mode,208520
2627054,"['Indie', 'Strategy']",Eador. Masters of the Broken World,245620
2627138,['Action'],Sacred Citadel: Jungle Hunt,38400
2627271,['Strategy'],Victoria II: Interwar Engineer Unit,38410
2627433,['Action'],Painkiller Hell &amp; Damnation: Full Metal Rocket,38420
2627463,"['Indie', 'Strategy']",StarDrive,327890
2627615,"['Action', 'Adventure']",Tomb Raider: Demolition Skin,305620
2627885,"['Action', 'Adventure']",Tomb Raider: Shipwrecked Multiplayer Map Pack,325610
2628061,['Simulation'],Train Simulator: LMS Class 3F ‘Jinty’ Loco Add-On,275100
2628073,"['Indie', 'Simulation', 'Strategy']",Reus,235540
2628241,['Action'],Call of Duty®: Black Ops II - Uprising,226840
2628247,"['Action', 'Adventure', 'Casual']",Dragon's Lair,232090
2631533,"['Action', 'Adventure']",Resident Evil: Revelations Enhancement Set,500
2632403,"['Indie', 'RPG']",Penny Arcade's On the Rain-Slick Precipice of Darkness 4,41500
2632499,['Strategy'],COH 2 - German Skin: (M) Winter Ambush Pattern,22370
2634451,['Strategy'],COH 2 - German Skin: (L) Winter Ambush Pattern,41700
2634570,['Strategy'],COH 2 - German Skin: (L) Three Color Ambush Pattern,42120
2634575,['Simulation'],Train Simulator: BR Class 50 Loco Add-On,43110
2635969,['Action'],Aliens: Colonial Marines - Movie Map Pack,22380
2646434,['Simulation'],Train Simulator: SP&amp;S E-1 Class 'Northern' Loco Add-On,42700
2647193,"['Action', 'Adventure', 'RPG']",Dungeons &amp; Dragons: Chronicles of Mystara,58540
2647195,['Strategy'],Crusader Kings II: Dynasty Shield III,15710
2647222,['Action'],Bioshock Infinite: Columbia's Finest,15750
2647254,['Strategy'],Company of Heroes 2,201830
2647260,['Strategy'],Sealed Play Deck - Slot 05,39160
2647272,['Strategy'],Magic 2014 “Masks of the Dimir” Deck Key,91700
2647454,"['Action', 'RPG']",Borderlands 2: Psycho Domination Pack,107300
2647462,['Strategy'],Magic 2014 “Enter the Dracomancer” Deck Key,107310
2647498,"['Action', 'RPG']",Borderlands 2: Assassin Stinging Blade Pack,9200
2647706,['Adventure'],The Walking Dead: 400 Days,96400
2647710,"['Action', 'Indie']",BIT.TRIP.FATE Soundtrack,208200
2647765,['Adventure'],The Raven - Legacy of a Master Thief,214610
2647768,['Strategy'],CoH 2 - Soviet Commander: Terror Tactics,45770
2647783,"['Action', 'Free to Play']",Soldier Front 2: Shoot Em Up Package,221300
2647785,"['Action', 'Indie', 'Strategy']",Awesomenauts - Gnabot Skin,49540
2647917,"['Action', 'Adventure', 'Indie']",Alien Spidy: Easy Breezy DLC,225640
2647932,"['Action', 'Indie', 'Strategy']",CastleStorm,13520
2647992,['Strategy'],Hearts of Iron III: Axis Minors Vehicle Pack,19900
2648278,"['Indie', 'Strategy']",Skulls of the Shogun,228280
2648298,['Action'],BioShock Infinite: Clash in the Clouds,212500
2648604,"['Action', 'Adventure']",Castlevania: Lords of Shadow – Ultimate Edition,300970
2648608,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Dead Man's Chest,221040
2648720,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Corsair,226740
2648735,"['Action', 'Indie', 'Strategy']",CastleStorm - From Outcast to Savior,227680
2649281,['Indie'],Cloudberry Kingdom™,43160
2650041,['Simulation'],DCS: Black Shark 2,65560
2650043,['Simulation'],DCS: P-51D Mustang,214870
2650058,"['Simulation', 'Strategy']",DCS: Combined Arms 1.5,234650
2650121,['Simulation'],Su-25 for DCS World,230190
2650135,"['Adventure', 'Casual', 'Indie']",The Dream Machine: Chapter 4,236370
2650280,"['Action', 'RPG', 'Strategy']",Divinity: Dragon Commander,39140
2650406,"['Action', 'Adventure']",Saints Row IV: Inauguration Station,225160
2650420,['Strategy'],COH 2 - German Skin: (M) Four Color Disruptive Pattern,96300
2650444,"['Simulation', 'Strategy']",Europa Universalis IV: Call-to-Arms Pack,237890
2650456,"['Action', 'Adventure']",Dishonored: The Brigmore Witches,250400
2651170,"['Action', 'Adventure', 'Casual']",DuckTales: Remastered,259720
2651173,"['RPG', 'Simulation', 'Strategy']",DLC - Crusader Kings II: Customization Pack,260430
2651174,['Strategy'],Worms Clan Wars,263440
2651438,"['Simulation', 'Strategy']",Tropico 4: Propaganda!,39210
2651501,"['Indie', 'Strategy']",Space Hulk,270210
2651515,['Simulation'],Train Simulator: Great Eastern Main Line London-Ipswich Route Add-On,213670
2652997,['Simulation'],Train Simulator: Powerhaul Class 66 V2.0 Loco Add-On,267750
2652999,['Action'],LOST PLANET® 3,293920
2653001,"['Action', 'Adventure']",Saints Row IV: Presidential Pack,286690
2653106,"['Action', 'Adventure']",Saints Row IV: Grass Roots Pack,287390
2653406,"['Indie', 'Simulation', 'Strategy']",Skyward Collapse: Nihon no Mura,321360
2653424,['Strategy'],COH 2 - Soviet Skin: (H) Four Color Belorussian Front,239140
2654949,"['Action', 'Indie']",Assault Android Cactus,258970
2654973,"['Adventure', 'Indie']",Shelter,329490
2654985,"['Action', 'Indie']",BeatBlasters III,291650
2655000,"['Casual', 'Indie']",Perfection.,360170
2655006,"['Action', 'Free to Play']",America's Army: Proving Grounds,230230
2655134,['Simulation'],Cities in Motion 2: Lofty Landmarks,373420
2655148,"['Casual', 'Indie', 'Simulation', 'Strategy']",Game Dev Tycoon,375200
2655150,"['Action', 'Strategy']",Guardians of Middle-earth: The Tactician Bundle,376210
2655153,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dragon's Prophet,224540
2661003,"['Action', 'Adventure', 'Casual', 'Indie']",Foul Play,247730
2662227,['Simulation'],DCS: Mi-8 MTV2 Magnificent Eight,290930
2662278,"['Action', 'Adventure', 'Indie']",Doorways: Prelude,316390
2662329,['Strategy'],COH 2 - German Skin: (M) Voronezh Improvised Pattern,13210
2662361,['Action'],Alien Rage - Unlimited,55110
2662431,['Action'],Pac-Man Championship Edition DX+: Pac Steps BGM,65780
2662437,['Action'],Pac-Man Championship Edition DX+: Rally-X Skin,28050
2662581,['Simulation'],Train Simulator: DB BR420 EMU Add-On,223850
2662597,['Simulation'],Startopia,11020
2662835,"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football: United States,113400
2667090,['Action'],Painkiller Hell &amp; Damnation: Demonic Vacation at the Blood Sea,212160
2667690,"['Action', 'Indie']",140,40390
2667741,"['Simulation', 'Strategy']",Tropico 4: Apocalypse,207930
2667749,"['Action', 'Indie']",Guncraft: Horror SFX Pack,11450
2667809,"['Action', 'Adventure', 'Indie']",Master Reboot,12830
2667834,"['Action', 'Adventure']",Saints Row IV: Brady Games Pack,44340
2667840,"['Action', 'Adventure']",Alone in the Dark: The New Nightmare,12810
2667853,"['Action', 'Adventure']",Alone in the Dark,44320
2667949,['Action'],The Typing of The Dead: Overkill,201700
2667979,"['Action', 'Adventure']",Deadly Premonition: The Director's Cut,321040
2668029,"['Action', 'RPG', 'Simulation']",State of Decay,277430
2668227,['Strategy'],Age of Empires II HD: The Forgotten,355840
2668645,"['Action', 'Indie', 'Racing']",Zombie Driver HD Burning Garden of Slaughter,7940
2668773,"['Casual', 'Simulation']",Rocksmith® 2014 – Green Day - “Oh Love”,104600
2668781,"['Action', 'Adventure']",Assassin’s Creed® IV Black Flag™ - Crusader &amp; Florentine Pack,244930
2669111,"['Indie', 'Strategy']",Space Hulk - Defilement of Honour Campaign,228380
2669361,"['Adventure', 'Indie']",Finding Teddy,275200
2669371,['Adventure'],Dark Fall: The Journal,277590
2669403,['Casual'],Alex Hunter - Lord of the Mind Platinum Edition,285160
2669445,"['Action', 'Adventure']",Batman: Arkham Origins - Initiation,233290
2669481,['Indie'],Particulars,330830
2670279,['Action'],Call of Duty®: Ghosts - Festive Personalization Pack,359320
2670549,"['Free to Play', 'Simulation']",Pinball Arcade: Season Three Pro Pack,208650
2671059,"['Action', 'Casual', 'Indie', 'Simulation']",Luxuria Superbia,6220
2671065,"['Action', 'Indie', 'Strategy']",Insurgency,203730
2671069,"['Indie', 'RPG']",Saturday Morning RPG,202750
2671171,"['Casual', 'Indie', 'Strategy']",Tribloos 2,211420
2675523,['Simulation'],Train Simulator: Amtrak P42 DC 'Empire Builder' Loco Add-On,17300
2675640,"['RPG', 'Strategy']",King's Bounty: Warriors of the North - Ice and Fire,17330
2675667,"['Education', 'Software Training']",GTGD S1: More Than a Gamer,17080
2677375,"['RPG', 'Strategy']",Disciples III: Reincarnation,109400
2677507,"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Finno-Ugric Unit Pack,206210
2679333,"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Prayer of the Refugee”,223710
2683149,"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Make It Stop (September’s Children)”,242720
2684016,"['Casual', 'Strategy']",7 Wonders: Magical Mystery Tour,245550
2684757,"['Action', 'RPG']",PAYDAY 2: The Death Wish Update,227100
2684965,"['Action', 'Simulation']",Galactic Command Echo Squad SE - Demo,250320
2685721,"['Indie', 'RPG', 'Strategy']",Talisman - Complete Runestone Deck,247120
2685730,"['Action', 'Casual', 'Indie']",Constant C,269210
2685951,"['Indie', 'Strategy']",Space Hulk - Space Wolves Chapter,236430
2686863,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",C9: Steam Beginners Package,270550
2687433,"['Animation &amp; Modeling', 'Web Publishing']",ComiPo! Summer Uniform &amp; Sportswear,293540
2687523,"['Audio Production', 'Utilities']",Batch Converter Plugin,298260
2687633,"['Action', 'Adventure', 'RPG']",Deus Ex: The Fall,302270
2687648,"['Action', 'Indie', 'Simulation']",LUFTRAUSERS,201810
2688584,"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “The Downfall of Us All”,238240
2688684,"['Indie', 'Simulation', 'Strategy']",Influent DLC - български [Learn Bulgarian],328070
2688687,"['Indie', 'Simulation', 'Strategy']",Influent DLC - Svenska [Learn Swedish],338000
2688693,['Casual'],Anmynor Puzzles,342980
2688713,"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Dark Dracula Costume,342480
2688722,"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Relic Rune Pack,349480
2688812,"['Casual', 'Simulation', 'Strategy']",Gardens Inc. – From Rakes to Riches,306130
2689217,"['Casual', 'Indie', 'Strategy', 'Early Access']",FaeVerse Alchemy,272350
2689244,"['Action', 'Adventure', 'Simulation']",The Tomorrow War,355180
2689644,['Action'],El Matador,369200
2689797,['Action'],Call of Duty®: Ghosts - Legend Pack - Makarov,17460
2689875,['Action'],Call of Duty®: Ghosts - Rorke Special Character,17480
2689955,"['Audio Production', 'Utilities', 'Video Production']",Zoom Player 13 : Steam Edition,207230
2690345,['Design &amp; Illustration'],Krita Gemini,222520
